P_L,ano,margem_liq,divida_liq_EBITDA,liq_corrente,liq_imediata,LPA,VPA,P_VP,P_EBIT,P_EBITDA,P_ativos,margem_EBITDA,PSR,ROE,ROA,ROIC,EV_EBIT,EV_EBITDA,DY,tick
109.68,2020,0.01,0.55,1.34,0.48,0.23,13.68,1.81,7.76,4.92,0.64,0.17,0.82,0.02,0.01,0.1,8.46,5.36,0.0173,UNIP6
-1.42,2016,-3.53,-1.48,0.05,0.01,-0.73,0.15,7.07,-3.41,-3.47,2.06,-1.87,6.51,-4.98,-1.45,-0.65,-0.44,-0.45,0.0,DMMO3
-3.95,2017,-4.58,0.0,1.67,0.16,-0.25,-0.14,-7.04,-5.25,-5.53,4.14,-0.89,4.92,1.78,-1.05,-1.13,-0.49,-0.51,0.0,DMMO3
-6.33,2018,-1.25,0.0,1.01,0.56,-0.46,-1.78,-1.64,-9.2,-34.83,0.59,-0.05,1.81,0.26,-0.09,-0.07,-12.35,-46.76,0.0,DMMO3
-3.13,2019,-0.29,-1.63,0.48,0.27,-0.46,-1.78,-0.81,-4.55,-17.23,0.29,-0.05,0.89,0.26,-0.09,-0.07,-12.35,-46.76,0.0,DMMO3
28.49,2019,0.01,1.05,0.86,0.34,3.12,50.41,1.76,12.23,6.79,0.41,0.06,0.42,0.06,0.01,0.06,12.15,6.75,0.0091,PCAR3
34.54,2020,0.01,1.28,0.92,0.27,1.9,51.9,1.26,9.73,4.87,0.29,0.06,0.28,0.04,0.01,0.04,16.12,8.07,0.0108,PCAR3
16.13,2009,0.05,0.11,1.72,0.0,1.38,7.26,3.08,13.06,11.41,1.43,0.08,0.88,0.19,0.09,0.15,3.58,3.12,0.0,POSI3
9.33,2010,0.04,0.59,1.8,0.11,1.05,7.97,1.22,7.24,6.14,0.52,0.06,0.36,0.13,0.06,0.09,6.66,5.65,0.059500000000000004,POSI3
-7.43,2011,-0.03,0.65,1.63,0.2,-0.78,7.19,0.8,-9.57,-22.38,0.32,-0.01,0.24,-0.11,-0.04,-0.05,-13.55,-31.69,0.045,POSI3
14.0,2012,0.01,0.75,1.39,0.11,0.36,7.43,0.68,6.89,4.39,0.24,0.05,0.2,0.05,0.02,0.05,13.01,8.3,0.0,POSI3
15.45,2013,0.01,0.86,1.5,0.16,0.19,7.49,0.38,3.29,1.98,0.13,0.05,0.1,0.02,0.01,0.06,11.29,6.78,0.031400000000000004,POSI3
7.6,2014,0.01,0.79,1.79,0.29,0.28,7.74,0.28,2.1,1.33,0.1,0.06,0.08,0.04,0.01,0.07,8.64,5.47,0.023399999999999997,POSI3
-1.83,2015,-0.04,1.47,1.41,0.5,-0.93,6.76,0.25,-2.34,30.2,0.08,0.0,0.08,-0.14,-0.04,-0.06,-12.11,156.46,0.0412,POSI3
22.27,2016,0.01,1.21,1.32,0.45,0.13,6.37,0.44,2.01,3.43,0.13,0.04,0.14,0.02,0.01,0.12,5.38,9.19,0.0,POSI3
-5.81,2017,-0.02,1.05,1.29,0.36,-0.54,5.76,0.54,7.0,3.84,0.16,0.04,0.14,-0.09,-0.03,0.05,15.4,8.45,0.019299999999999998,POSI3
98.34,2018,0.0,1.2,1.28,0.35,0.02,5.8,0.39,2.59,1.83,0.11,0.06,0.1,0.0,0.0,0.08,8.86,6.26,0.0,POSI3
40.67,2019,0.01,1.33,1.25,0.39,0.25,6.08,1.68,9.04,6.63,0.46,0.07,0.47,0.04,0.01,0.09,7.16,5.25,0.0,POSI3
14.87,2020,0.02,0.87,1.49,0.37,0.35,10.08,0.52,5.76,4.28,0.19,0.06,0.24,0.04,0.01,0.05,9.57,7.11,0.0,POSI3
8.09,2008,0.1,0.48,2.3,1.45,2.32,29.83,0.63,6.74,3.82,0.34,0.2,0.78,0.08,0.04,0.06,25.47,14.43,0.0128,CSMG3
7.39,2009,0.16,0.51,1.49,0.41,4.5,32.75,1.02,5.88,4.24,0.55,0.28,1.17,0.14,0.07,0.1,13.81,9.96,0.0412,CSMG3
4.93,2010,0.21,0.5,0.96,0.11,5.82,36.62,0.78,3.48,2.6,0.45,0.39,1.02,0.16,0.09,0.13,9.88,7.38,0.0641,CSMG3
8.24,2011,0.14,0.62,0.85,0.25,4.05,39.44,0.85,5.22,3.65,0.46,0.33,1.19,0.1,0.06,0.09,13.48,9.44,0.049400000000000006,CSMG3
10.82,2012,0.14,0.61,1.45,0.58,4.04,41.69,1.05,6.85,4.58,0.58,0.32,1.49,0.1,0.05,0.09,12.98,8.68,0.0279,CSMG3
10.58,2013,0.11,0.59,1.18,0.28,3.52,44.59,0.83,6.12,3.85,0.47,0.31,1.19,0.08,0.04,0.08,14.1,8.86,0.0344,CSMG3
9.45,2014,0.08,0.62,1.16,0.32,2.67,46.26,0.54,4.86,2.72,0.3,0.27,0.73,0.06,0.03,0.06,16.87,9.44,0.0449,CSMG3
-168.65,2015,0.0,0.64,1.39,0.53,-0.09,47.17,0.33,5.89,2.15,0.17,0.23,0.48,0.0,0.0,0.03,32.9,11.99,0.0058,CSMG3
10.61,2016,0.11,0.58,1.52,0.56,3.44,46.99,0.78,5.77,3.3,0.42,0.35,1.14,0.07,0.04,0.08,12.7,7.27,0.0118,CSMG3
9.79,2017,0.13,0.5,1.36,0.33,4.43,49.26,0.88,5.74,3.62,0.51,0.35,1.27,0.09,0.05,0.09,10.51,6.62,0.0482,CSMG3
13.45,2018,0.12,0.57,1.39,0.23,4.58,49.12,1.25,8.45,5.23,0.7,0.31,1.65,0.09,0.05,0.09,11.47,7.1,0.0655,CSMG3
11.38,2019,0.15,0.49,1.65,0.47,5.97,53.2,1.28,7.45,4.9,0.75,0.34,1.67,0.11,0.07,0.11,8.76,5.77,0.0132,CSMG3
10.0,2020,0.14,0.49,1.76,0.62,5.76,54.11,1.06,6.22,4.07,0.62,0.34,1.4,0.11,0.06,0.11,8.51,5.58,0.0116,CSMG3
45.63,2018,0.05,0.4,1.21,0.72,0.64,4.43,6.57,24.84,20.65,2.67,0.12,2.51,0.14,0.06,0.14,60.61,50.38,0.0,GNDI3
96.9,2019,0.05,0.34,2.45,1.97,0.7,10.56,6.46,45.4,35.73,3.13,0.14,4.9,0.07,0.03,0.11,38.95,30.66,0.0022,GNDI3
78.52,2020,0.05,0.22,0.97,0.49,0.8,10.84,5.8,37.85,30.01,2.84,0.14,4.18,0.07,0.04,0.08,37.94,30.08,0.0027,GNDI3
11.4,2016,0.2,0.0,0.77,0.12,2.98,11.54,2.95,18.04,0.0,0.74,0.0,2.23,0.26,0.06,0.05,13.79,0.0,0.0171,IRBR3
21.25,2017,0.2,0.0,0.86,0.17,3.93,12.89,6.48,25.28,0.0,1.63,0.0,4.49,0.3,0.08,0.08,7.93,0.0,0.0262,IRBR3
20.66,2018,0.21,0.27,0.97,0.24,1.89,4.96,7.86,39.93,0.0,2.12,0.0,5.51,0.38,0.1,0.06,9.22,0.0,0.0596,IRBR3
5.45,2019,0.27,0.0,0.97,0.11,1.89,4.96,2.07,10.53,0.0,0.56,0.0,1.45,0.38,0.1,0.06,9.22,0.0,0.0,IRBR3
-84.14,2016,-0.02,0.16,1.12,0.68,-0.03,2.09,1.15,-199.83,18.29,0.84,0.1,1.92,-0.01,-0.01,0.0,-465.95,42.66,0.0,STBP3
-451.76,2017,-0.01,0.18,1.18,0.79,-0.01,2.0,1.7,70.59,13.73,0.82,0.2,2.74,0.0,0.0,0.01,114.17,22.2,0.0,STBP3
704.63,2018,0.0,0.17,1.37,0.85,0.01,2.01,2.1,42.7,14.87,0.99,0.21,3.06,0.0,0.0,0.03,55.52,19.33,0.0,STBP3
322.29,2019,0.02,0.32,2.54,1.81,0.03,2.02,4.05,63.71,24.72,1.71,0.23,5.64,0.01,0.01,0.03,43.04,16.7,0.0,STBP3
281.32,2020,0.01,0.33,2.22,1.51,0.02,2.0,2.73,40.63,16.09,1.14,0.23,3.77,0.01,0.0,0.03,41.72,16.51,0.0037,STBP3
9.97,2001,0.11,0.34,0.95,0.0,3.31,43.52,0.76,6.19,0.0,0.4,0.0,1.14,0.08,0.04,0.07,21.33,0.0,0.0197,CMIG4
-4.24,2002,-0.2,0.59,0.61,0.0,-6.24,35.22,0.75,-7.84,0.0,0.31,0.0,0.84,-0.18,-0.07,-0.04,-34.85,0.0,0.0779,CMIG4
7.14,2003,0.21,0.59,0.73,0.0,7.39,40.63,1.3,7.33,0.0,0.57,0.0,1.52,0.18,0.08,0.08,16.76,0.0,0.0294,CMIG4
7.61,2004,0.19,0.58,0.86,0.0,8.53,44.87,1.45,5.99,0.0,0.63,0.0,1.47,0.19,0.08,0.11,11.33,0.0,0.0163,CMIG4
7.69,2005,0.24,0.69,0.91,0.0,12.36,44.45,2.14,8.36,6.32,0.78,0.3,1.87,0.28,0.1,0.1,11.19,8.46,0.014499999999999999,CMIG4
9.85,2006,0.18,1.0,1.11,0.0,10.65,47.01,2.23,7.39,5.72,0.73,0.31,1.76,0.23,0.07,0.1,10.13,7.84,0.0571,CMIG4
6.85,2007,0.23,0.88,1.32,0.0,4.74,17.91,1.81,4.81,3.89,0.65,0.4,1.54,0.26,0.1,0.14,7.1,5.74,0.0,CMIG4
6.63,2008,0.22,0.76,1.32,0.0,4.79,19.54,1.63,4.66,3.84,0.65,0.38,1.45,0.25,0.1,0.14,6.8,5.62,0.055999999999999994,CMIG4
9.01,2009,0.19,1.1,1.08,0.0,3.51,16.58,1.91,5.93,4.85,0.68,0.35,1.67,0.21,0.08,0.12,8.16,6.68,0.12029999999999999,CMIG4
8.06,2010,0.18,1.15,1.26,0.52,3.31,16.82,1.59,4.99,3.95,0.54,0.36,1.42,0.2,0.07,0.13,7.02,5.55,0.1056,CMIG4
9.39,2011,0.16,1.34,0.7,0.26,3.54,17.22,1.93,5.14,4.17,0.61,0.35,1.46,0.21,0.06,0.13,6.4,5.19,0.0529,CMIG4
4.51,2012,0.23,1.34,0.84,0.28,5.01,14.13,1.6,4.72,3.79,0.47,0.28,1.04,0.35,0.1,0.12,6.81,5.47,0.17120000000000002,CMIG4
5.68,2013,0.21,0.75,1.13,0.53,2.47,10.04,1.39,4.04,3.4,0.59,0.35,1.21,0.25,0.1,0.17,5.04,4.24,0.0393,CMIG4
5.27,2014,0.16,1.2,0.65,0.19,2.49,8.97,1.47,2.96,2.59,0.47,0.33,0.85,0.28,0.09,0.18,4.89,4.28,0.2504,CMIG4
3.12,2015,0.12,1.17,0.72,0.26,1.96,10.32,0.59,1.88,1.56,0.19,0.23,0.36,0.19,0.06,0.12,6.71,5.58,0.09949999999999999,CMIG4
28.89,2016,0.02,1.17,0.72,0.18,0.27,10.27,0.75,5.37,10.0,0.23,0.05,0.52,0.03,0.01,0.05,15.98,29.72,0.083,CMIG4
8.63,2017,0.05,1.0,0.99,0.24,0.8,11.38,0.6,3.27,2.48,0.2,0.16,0.4,0.07,0.02,0.07,10.59,8.02,0.0349,CMIG4
11.61,2018,0.08,0.93,1.19,0.07,1.19,10.93,1.27,8.1,6.04,0.34,0.15,0.91,0.11,0.03,0.04,11.56,8.63,0.0462,CMIG4
6.43,2019,0.12,0.93,1.28,0.16,2.14,10.89,1.27,6.47,4.95,0.4,0.16,0.79,0.2,0.06,0.07,9.38,7.17,0.052199999999999996,CMIG4
7.14,2020,0.09,1.0,1.35,0.3,1.56,10.85,1.03,6.65,4.76,0.32,0.13,0.64,0.14,0.05,0.05,11.92,8.53,0.0242,CMIG4
9.57,2011,0.08,0.52,1.35,0.41,4.44,31.38,1.35,7.48,4.88,0.69,0.17,0.81,0.14,0.07,0.11,11.52,7.52,0.1024,LEVE3
17.82,2012,0.08,0.35,1.6,0.24,1.4,10.62,2.36,11.88,8.41,1.37,0.17,1.44,0.13,0.08,0.13,10.32,7.31,0.0732,LEVE3
17.94,2013,0.08,0.36,2.56,0.55,1.53,10.71,2.56,11.27,8.25,1.45,0.18,1.47,0.14,0.08,0.15,8.71,6.37,0.045599999999999995,LEVE3
13.65,2014,0.08,0.44,1.83,0.48,1.54,10.48,2.0,9.67,6.96,1.06,0.17,1.15,0.15,0.08,0.13,9.9,7.13,0.0964,LEVE3
18.25,2015,0.07,0.37,1.75,0.26,1.36,10.05,2.46,11.94,8.53,1.28,0.15,1.31,0.13,0.07,0.12,10.44,7.46,0.0687,LEVE3
532.73,2016,0.0,0.41,2.18,0.52,0.04,9.47,2.19,156.69,22.75,1.13,0.05,1.19,0.0,0.0,0.01,158.38,23.0,0.029900000000000003,LEVE3
13.55,2017,0.1,0.13,2.5,0.4,1.76,10.52,2.27,9.94,7.55,1.38,0.18,1.35,0.17,0.1,0.16,7.97,6.06,0.0239,LEVE3
10.96,2018,0.11,0.22,1.97,0.17,2.29,10.54,2.38,8.55,6.9,1.39,0.18,1.24,0.22,0.13,0.18,7.01,5.66,0.0717,LEVE3
14.32,2019,0.1,0.32,1.87,0.29,2.01,10.1,2.85,10.65,8.38,1.59,0.17,1.46,0.2,0.11,0.17,7.78,6.13,0.075,LEVE3
11.42,2020,0.09,0.57,1.56,0.5,1.67,10.37,1.84,7.78,5.93,0.87,0.17,0.99,0.16,0.08,0.15,8.68,6.62,0.0336,LEVE3
5.99,1998,0.12,0.0,3.16,0.0,0.4,6.44,0.37,14.98,0.0,0.29,0.0,0.73,0.06,0.05,0.02,793.93,0.0,0.0,GUAR3
6.84,1999,0.1,0.0,2.26,0.0,0.83,7.27,0.78,14.83,0.0,0.58,0.0,0.69,0.11,0.08,0.04,330.76,0.0,0.0263,GUAR3
5.0,2000,0.09,0.0,1.88,0.0,1.01,8.3,0.61,7.33,0.0,0.42,0.0,0.44,0.12,0.08,0.07,184.61,0.0,0.039599999999999996,GUAR3
5.6,2001,0.06,0.0,2.12,0.0,0.82,9.11,0.5,19.04,0.0,0.36,0.0,0.36,0.09,0.06,0.02,529.15,0.0,0.052199999999999996,GUAR3
5.66,2002,0.08,0.0,1.95,0.0,1.2,10.29,0.66,10.1,0.0,0.46,0.0,0.47,0.12,0.08,0.05,188.98,0.0,0.0279,GUAR3
13.54,2003,0.05,0.0,2.12,0.0,0.75,11.06,0.92,106.08,0.0,0.64,0.0,0.66,0.07,0.05,0.01,1323.38,0.0,0.0275,GUAR3
9.99,2004,0.11,0.0,2.0,0.0,1.97,12.92,1.53,20.15,0.0,1.01,0.0,1.07,0.15,0.1,0.06,130.12,0.0,0.0086,GUAR3
53.59,2005,0.05,0.0,1.99,0.0,1.27,14.2,4.78,0.0,0.0,2.85,0.0,2.8,0.09,0.05,0.0,0.0,0.0,0.0066,GUAR3
33.91,2006,0.12,0.0,1.97,0.0,3.14,16.99,6.27,255.6,0.0,3.97,0.0,4.06,0.18,0.12,0.02,305.28,0.0,0.0028000000000000004,GUAR3
21.98,2007,0.1,0.0,1.97,0.0,2.88,20.05,3.16,-565.17,0.0,2.12,0.0,2.24,0.14,0.1,0.0,-1133.9,0.0,0.0115,GUAR3
8.2,2008,0.07,0.09,1.56,0.0,2.2,21.25,0.85,51.05,0.0,0.57,0.0,0.59,0.1,0.07,0.01,366.29,0.0,0.0378,GUAR3
21.42,2009,0.1,0.07,1.66,0.0,3.45,24.02,3.07,19.03,17.23,2.03,0.12,2.11,0.14,0.09,0.12,33.22,30.08,0.006,GUAR3
14.85,2010,0.13,0.2,2.35,0.47,5.43,31.23,2.58,11.07,8.93,1.59,0.22,1.93,0.17,0.11,0.17,17.6,14.2,0.0078000000000000005,GUAR3
14.19,2011,0.12,0.25,2.38,0.33,5.85,35.87,2.31,10.79,8.59,1.4,0.2,1.7,0.16,0.1,0.15,17.14,13.64,0.0131,GUAR3
20.66,2012,0.1,0.25,2.38,0.46,5.88,40.48,3.0,15.01,11.59,1.79,0.18,2.14,0.15,0.09,0.14,16.04,12.38,0.0095,GUAR3
15.49,2013,0.1,0.2,2.11,0.33,6.78,45.34,2.32,11.43,8.78,1.38,0.18,1.61,0.15,0.09,0.14,14.15,10.86,0.0282,GUAR3
10.75,2014,0.1,0.32,2.17,0.34,7.72,50.88,1.63,8.18,6.14,0.87,0.18,1.1,0.15,0.08,0.12,13.24,9.93,0.0246,GUAR3
8.18,2015,0.06,0.42,1.52,0.24,5.63,54.33,0.85,6.06,3.96,0.41,0.13,0.52,0.1,0.05,0.08,18.36,12.01,0.045,GUAR3
11.93,2016,0.05,0.44,1.57,0.31,5.1,57.95,1.05,9.39,5.5,0.49,0.12,0.64,0.09,0.04,0.06,21.22,12.43,0.0229,GUAR3
16.37,2017,0.09,0.32,1.78,0.28,9.17,64.5,2.33,10.53,7.88,1.17,0.18,1.45,0.14,0.07,0.13,9.51,7.11,0.011699999999999999,GUAR3
8.21,2018,0.17,0.43,1.66,0.3,19.81,78.99,2.06,7.19,5.96,0.97,0.24,1.41,0.25,0.12,0.16,6.32,5.24,0.0348,GUAR3
20.3,2019,0.08,0.54,1.71,0.36,1.19,10.46,2.31,14.93,10.84,0.96,0.14,1.55,0.11,0.05,0.08,11.36,8.25,0.024,GUAR3
15.63,2020,0.07,0.56,1.69,0.33,1.04,10.38,1.56,11.26,8.32,0.68,0.12,1.04,0.1,0.04,0.07,13.24,9.78,0.0333,GUAR3
9.32,2015,0.06,0.0,1.32,0.69,3.09,19.98,1.44,27.14,17.28,0.4,0.03,0.6,0.15,0.04,0.02,20.79,13.23,0.0222,PSSA3
9.55,2016,0.06,0.0,1.34,0.69,2.82,21.65,1.24,73.08,35.88,0.34,0.02,0.54,0.13,0.04,0.01,56.22,27.6,0.049400000000000006,PSSA3
10.7,2017,0.06,0.0,1.41,0.73,3.4,23.87,1.52,29.22,21.69,0.41,0.03,0.7,0.14,0.04,0.02,13.23,9.82,0.041299999999999996,PSSA3
12.88,2018,0.07,0.0,1.31,0.64,4.05,23.64,2.21,13.6,11.29,0.55,0.08,0.95,0.17,0.04,0.06,4.6,3.82,0.07769999999999999,PSSA3
14.7,2019,0.08,0.0,1.27,0.57,4.27,25.58,2.45,20.53,16.55,0.62,0.07,1.12,0.17,0.04,0.04,6.4,5.16,0.0338,PSSA3
12.47,2020,0.07,0.0,1.27,0.59,4.05,24.96,2.02,14.2,11.78,0.49,0.08,0.9,0.16,0.04,0.05,4.94,4.1,0.0462,PSSA3
-29.33,1999,-0.08,1.14,0.86,0.0,-27.21,456.65,1.75,39.66,0.0,0.6,0.0,2.22,-0.06,-0.02,0.02,1545.98,0.0,0.0,ABEV3
22.96,2000,0.15,0.61,1.0,0.0,20.47,92.87,5.06,25.62,0.0,2.1,0.0,3.46,0.22,0.09,0.09,301.12,0.0,0.0,ABEV3
17.53,2001,0.14,1.32,1.37,0.0,24.42,89.38,4.79,11.04,0.0,1.5,0.0,2.53,0.27,0.09,0.14,144.2,0.0,0.0192,ABEV3
11.52,2002,0.22,1.07,1.97,0.0,41.51,109.99,4.35,8.9,0.0,1.48,0.0,2.5,0.38,0.13,0.18,105.01,0.0,0.0083,ABEV3
16.74,2003,0.17,1.33,1.17,0.0,37.93,118.8,5.35,13.59,0.0,1.62,0.0,2.77,0.32,0.1,0.13,122.69,0.0,0.0414,ABEV3
56.66,2004,0.11,0.45,0.61,0.0,24.15,314.75,4.35,28.68,0.0,2.26,0.0,6.22,0.08,0.04,0.08,84.08,0.0,0.009399999999999999,ABEV3
28.36,2005,0.11,0.36,0.98,0.0,26.52,305.89,2.46,13.41,7.87,1.47,0.39,3.08,0.09,0.05,0.11,59.64,35.01,0.0479,ABEV3
20.08,2006,0.17,0.49,1.0,0.0,46.97,305.87,3.08,11.16,7.69,1.69,0.44,3.41,0.15,0.08,0.16,41.01,28.25,0.028300000000000002,ABEV3
26.22,2007,0.15,0.56,0.93,0.0,4.77,28.6,4.37,13.31,8.78,2.17,0.45,3.92,0.17,0.08,0.17,38.27,25.24,0.1014,ABEV3
16.38,2008,0.15,0.63,0.92,0.0,5.18,28.36,2.99,8.99,5.75,1.4,0.43,2.49,0.18,0.09,0.17,38.41,24.54,0.054000000000000006,ABEV3
14.14,2009,0.28,0.33,1.21,0.0,10.43,36.17,4.08,9.45,8.27,2.27,0.47,3.92,0.29,0.16,0.26,22.72,19.88,0.0375,ABEV3
17.67,2010,0.3,0.28,1.22,0.66,2.46,7.92,5.48,13.44,11.62,3.16,0.46,5.34,0.31,0.18,0.32,21.06,18.21,0.1783,ABEV3
19.52,2011,0.32,0.16,1.02,0.57,2.8,8.29,6.59,14.53,12.93,3.69,0.49,6.27,0.34,0.19,0.37,17.69,15.73,0.030600000000000002,ABEV3
24.59,2012,0.33,0.11,1.05,0.61,3.4,9.57,8.75,18.88,16.75,4.83,0.48,8.12,0.36,0.2,0.36,14.79,13.12,0.031200000000000002,ABEV3
23.86,2013,0.33,0.07,1.19,0.67,0.73,2.81,6.16,17.62,15.51,3.95,0.5,7.79,0.26,0.17,0.31,13.18,11.6,0.0751,ABEV3
20.78,2014,0.32,0.06,0.95,0.48,0.79,2.78,5.89,16.21,14.09,3.56,0.48,6.75,0.28,0.17,0.3,12.84,11.16,0.054400000000000004,ABEV3
21.74,2015,0.28,0.07,0.94,0.46,0.82,3.21,5.56,14.91,12.81,3.1,0.47,5.99,0.26,0.14,0.29,10.71,9.2,0.0331,ABEV3
19.7,2016,0.29,0.12,0.83,0.28,0.83,2.97,5.53,15.07,12.51,3.07,0.45,5.65,0.28,0.16,0.26,12.19,10.12,0.039,ABEV3
42.59,2017,0.16,0.05,0.86,0.36,0.5,3.05,6.97,20.36,16.69,3.85,0.42,6.98,0.16,0.09,0.25,12.39,10.16,0.0287,ABEV3
21.25,2018,0.23,0.04,1.02,0.46,0.72,3.66,4.2,14.23,11.51,2.57,0.42,4.81,0.2,0.12,0.24,11.9,9.62,0.031200000000000002,ABEV3
24.1,2019,0.23,0.05,1.1,0.48,0.77,3.98,4.7,18.3,14.17,2.89,0.39,5.58,0.19,0.12,0.21,12.61,9.77,0.0262,ABEV3
19.55,2020,0.2,0.05,1.23,0.53,0.68,4.58,2.89,13.86,10.51,1.83,0.38,3.96,0.15,0.09,0.18,13.41,10.16,0.037000000000000005,ABEV3
17.67,2009,0.23,0.18,5.14,0.0,0.65,5.1,2.25,17.47,16.66,1.4,0.24,4.03,0.13,0.08,0.08,21.17,20.19,0.0,DIRR3
10.78,2010,0.21,0.37,3.18,0.46,1.25,6.2,2.18,11.32,10.9,1.07,0.21,2.3,0.2,0.1,0.11,11.52,11.09,0.0104,DIRR3
8.0,2011,0.17,0.38,2.87,0.53,1.19,8.04,1.18,8.13,7.74,0.59,0.18,1.36,0.15,0.07,0.09,10.28,9.79,0.0316,DIRR3
9.43,2012,0.17,0.53,3.38,0.6,1.5,9.23,1.53,9.64,9.26,0.72,0.17,1.59,0.16,0.08,0.09,9.02,8.66,0.0191,DIRR3
7.77,2013,0.14,0.56,3.3,0.73,1.54,10.48,1.15,7.08,6.68,0.53,0.16,1.05,0.15,0.07,0.09,7.98,7.53,0.03,DIRR3
5.36,2014,0.13,0.55,3.17,0.78,1.51,11.32,0.72,5.09,4.72,0.31,0.14,0.68,0.13,0.06,0.08,8.2,7.6,0.07519999999999999,DIRR3
3.29,2015,0.1,0.47,3.64,0.75,1.07,12.15,0.29,3.15,2.5,0.13,0.13,0.33,0.09,0.04,0.05,12.61,10.0,0.1282,DIRR3
0.0,2016,0.0,0.52,3.34,0.75,0.0,11.94,0.38,166.8,23.39,0.16,0.02,0.49,0.0,0.0,0.0,514.47,72.14,0.0592,DIRR3
-6.04,2017,-0.18,0.56,3.35,0.69,-0.94,10.95,0.52,-6.27,-7.6,0.2,-0.14,1.1,-0.09,-0.03,-0.04,-16.13,-19.56,0.0,DIRR3
-15.98,2018,-0.06,0.72,2.95,1.12,-0.47,9.08,0.83,-38.35,-107.7,0.25,-0.01,0.99,-0.05,-0.02,-0.01,-61.9,-173.83,0.08130000000000001,DIRR3
18.19,2019,0.08,0.64,4.52,1.41,0.82,9.25,1.62,11.5,9.69,0.48,0.16,1.52,0.09,0.03,0.05,9.65,8.14,0.0587,DIRR3
15.56,2020,0.08,0.69,4.25,1.46,0.76,9.4,1.27,9.66,8.21,0.36,0.15,1.26,0.08,0.02,0.05,10.3,8.75,0.0421,DIRR3
21.33,2004,0.17,0.31,1.47,0.0,3.63,5.14,15.07,16.55,0.0,6.47,0.0,3.71,0.71,0.3,0.42,88.82,0.0,0.013300000000000001,NTCO3
21.99,2005,0.17,0.36,1.46,0.0,4.68,6.13,16.8,16.8,16.08,6.4,0.24,3.84,0.76,0.29,0.43,67.78,64.89,0.0291,NTCO3
28.02,2006,0.17,0.32,1.35,0.0,1.08,1.5,20.14,21.48,19.69,8.31,0.24,4.68,0.72,0.3,0.45,58.88,53.98,0.0872,NTCO3
15.74,2007,0.15,0.8,1.37,0.0,1.08,1.58,10.75,11.63,10.38,3.72,0.23,2.37,0.68,0.24,0.35,56.89,50.81,0.0535,NTCO3
15.67,2008,0.14,0.69,1.37,0.0,1.21,1.63,11.67,10.75,9.62,3.85,0.23,2.25,0.74,0.25,0.39,46.98,42.05,0.0521,NTCO3
22.77,2009,0.16,0.62,1.28,0.0,1.59,2.65,13.72,17.04,15.49,5.7,0.24,3.66,0.6,0.25,0.37,39.08,35.53,0.0353,NTCO3
27.58,2010,0.15,0.55,1.56,0.47,1.73,2.92,16.35,17.59,16.35,6.38,0.24,4.0,0.59,0.23,0.51,30.19,28.06,0.0315,NTCO3
18.66,2011,0.15,0.95,1.73,0.4,1.94,2.92,12.42,11.81,10.9,4.09,0.25,2.78,0.67,0.22,0.47,27.22,25.12,0.048799999999999996,NTCO3
29.2,2012,0.14,1.78,1.4,0.68,2.01,3.04,19.28,18.39,16.66,4.68,0.24,3.97,0.66,0.16,0.44,26.16,23.7,0.0341,NTCO3
20.88,2013,0.12,2.48,1.51,0.56,1.98,2.72,15.2,12.53,11.03,2.84,0.23,2.53,0.73,0.14,0.33,25.91,22.81,0.0479,NTCO3
18.42,2014,0.1,3.47,1.36,0.54,1.73,2.68,11.9,10.01,8.79,1.9,0.21,1.84,0.65,0.1,0.28,27.41,24.07,0.054900000000000004,NTCO3
19.25,2015,0.07,5.14,1.32,0.61,1.22,2.5,9.38,8.03,6.76,1.08,0.19,1.28,0.49,0.06,0.22,30.11,25.32,0.0681,NTCO3
32.09,2016,0.04,4.41,1.15,0.55,0.72,2.3,9.99,9.18,7.4,1.18,0.17,1.26,0.31,0.04,0.2,34.34,27.7,0.0187,NTCO3
21.22,2017,0.07,5.71,1.02,0.53,1.56,3.79,8.73,10.49,8.18,0.95,0.18,1.45,0.41,0.04,0.14,30.01,23.42,0.009399999999999999,NTCO3
35.28,2018,0.04,3.28,1.41,0.53,1.28,5.97,7.54,15.43,10.51,1.26,0.14,1.45,0.21,0.04,0.11,32.7,22.28,0.0,NTCO3
84.96,2019,0.03,2.33,1.44,0.56,0.46,3.92,9.87,24.76,13.56,1.85,0.17,2.32,0.12,0.02,0.1,29.99,16.42,0.0134,NTCO3
92.68,2020,0.03,1.92,1.46,0.51,0.44,5.5,7.44,26.54,16.23,1.67,0.15,2.39,0.08,0.02,0.08,31.34,19.16,0.0032,NTCO3
48.8,2013,0.08,0.31,5.06,4.21,0.43,5.76,3.68,42.85,43.97,2.03,0.09,3.81,0.08,0.04,0.11,37.35,38.33,0.0,ANIM3
18.42,2014,0.23,0.22,1.94,0.78,1.92,7.19,4.91,24.01,24.25,3.1,0.17,4.23,0.27,0.17,0.15,15.28,15.43,0.0031,ANIM3
17.81,2015,0.07,0.55,1.66,0.77,0.77,7.77,1.78,16.28,16.92,0.97,0.08,1.33,0.1,0.05,0.07,29.15,30.29,0.0341,ANIM3
50.15,2016,0.02,0.59,1.62,0.68,0.27,7.84,1.74,19.36,20.27,0.8,0.06,1.15,0.03,0.02,0.05,36.25,37.97,0.0139,ANIM3
